0.22,0.89,0.15,80.22,42.47,-37.64,-24.84,-16.66,-7.93,53181,0
0.21,0.91,0.16,80.22,42.47,-37.64,-23.68,-13.18,-5.19,53192,0
0.25,0.88,0.16,80.22,42.47,-37.64,-26.61,-18.98,-11.29,53170,0
0.19,0.93,0.16,80.22,42.47,-37.64,-21.36,-8.54,-2.20,53208,0
0.19,0.93,0.16,80.22,42.47,-37.64,-17.52,-4.15,1.40,53219,0
0.19,0.93,0.14,80.22,42.47,-37.64,-14.53,-3.97,4.52,53230,0
0.20,0.93,0.13,80.22,42.47,-37.64,-12.57,-5.25,7.87,53242,0
0.21,0.94,0.13,80.22,42.47,-37.64,-10.80,-7.45,10.50,53253,0
0.23,0.94,0.12,81.40,42.47,-36.50,-8.67,-10.07,12.88,53265,0
0.23,0.93,0.12,81.40,42.47,-36.50,-6.23,-13.12,15.38,53276,0
0.23,0.91,0.11,81.40,42.47,-36.50,-3.60,-16.36,18.31,53288,0
0.21,0.90,0.10,81.40,42.47,-36.50,-1.22,-18.19,21.61,53300,0
0.22,0.91,0.10,81.40,42.47,-36.50,0.49,-17.46,24.35,53311,0
0.23,0.91,0.11,81.40,42.47,-36.50,2.44,-15.63,26.67,53322,0
0.24,0.91,0.12,81.40,42.47,-36.50,4.82,-12.76,28.50,53334,0
0.26,0.90,0.12,81.40,42.47,-36.50,6.77,-11.90,30.09,53345,0
0.27,0.89,0.13,81.40,42.47,-36.50,7.51,-10.56,30.52,53356,0
0.29,0.88,0.12,81.40,42.47,-36.50,8.67,-11.78,31.31,53367,0
0.30,0.89,0.11,81.40,42.47,-36.50,9.09,-14.28,30.88,53378,0
0.30,0.91,0.10,79.04,41.29,-35.36,9.58,-17.46,29.24,53390,0
0.28,0.92,0.10,79.04,41.29,-35.36,8.79,-19.29,27.47,53401,0
0.26,0.92,0.10,79.04,41.29,-35.36,8.54,-19.71,26.18,53412,0
0.24,0.93,0.09,79.04,41.29,-35.36,8.54,-18.68,25.33,53424,0
0.23,0.95,0.09,79.04,41.29,-35.36,8.54,-15.81,23.93,53436,0
0.23,0.97,0.09,79.04,41.29,-35.36,8.42,-13.43,22.40,53447,0
0.23,0.99,0.09,79.04,41.29,-35.36,8.42,-10.68,20.20,53459,0
0.24,1.00,0.09,79.04,41.29,-35.36,8.97,-7.51,18.55,53470,0
0.24,0.99,0.10,79.04,41.29,-35.36,9.52,-2.87,17.52,53481,0
0.23,0.97,0.10,79.04,41.29,-35.36,9.77,1.89,16.91,53492,0
0.24,0.95,0.10,79.04,41.29,-35.36,10.56,5.31,17.15,53503,0
0.26,0.92,0.10,81.40,35.39,-38.78,10.62,7.45,17.88,53515,0
0.27,0.90,0.09,81.40,35.39,-38.78,11.17,7.26,18.25,53526,0
0.28,0.90,0.09,81.40,35.39,-38.78,11.41,5.07,18.01,53537,0
0.29,0.90,0.08,81.40,35.39,-38.78,11.60,0.67,17.94,53549,0
0.29,0.90,0.07,81.40,35.39,-38.78,12.02,-4.03,17.46,53560,0
0.29,0.93,0.08,81.40,35.39,-38.78,11.66,-8.36,16.97,53571,0
0.28,0.96,0.08,81.40,35.39,-38.78,11.05,-12.51,15.81,53582,0
0.27,0.98,0.08,81.40,35.39,-38.78,10.19,-15.63,13.92,53593,0
0.25,0.98,0.09,81.40,35.39,-38.78,9.09,-17.40,12.63,53604,0
0.23,0.97,0.10,81.40,35.39,-38.78,8.67,-17.33,11.72,53616,0
0.21,0.97,0.11,81.40,35.39,-38.78,8.24,-17.15,10.86,53627,0
0.20,0.96,0.12,82.58,36.57,-36.50,8.42,-16.30,10.38,53638,0
0.19,0.95,0.13,82.58,36.57,-36.50,8.48,-14.22,10.19,53649,0
0.18,0.98,0.13,82.58,36.57,-36.50,8.73,-11.17,10.56,53660,0
0.18,1.00,0.12,82.58,36.57,-36.50,8.67,-8.00,10.13,53671,0
0.18,1.00,0.13,82.58,36.57,-36.50,8.30,-5.07,8.54,53682,0
0.19,0.98,0.14,82.58,36.57,-36.50,7.63,-2.38,7.75,53693,0
0.19,0.96,0.15,82.58,36.57,-36.50,8.24,-0.43,7.69,53704,0
0.19,0.95,0.14,82.58,36.57,-36.50,8.97,0.12,8.06,53716,0
0.19,0.94,0.14,82.58,36.57,-36.50,9.03,-0.12,7.32,53728,0
0.19,0.93,0.13,82.58,36.57,-36.50,9.64,-0.98,7.20,53739,0
0.17,0.92,0.14,82.58,36.57,-36.50,9.95,-0.98,7.69,53751,0
0.16,0.92,0.14,82.58,36.57,-36.50,10.80,-0.61,8.36,53762,0
0.16,0.93,0.12,81.40,35.39,-38.78,11.41,0.43,8.79,53773,0
0.16,0.95,0.13,81.40,35.39,-38.78,11.78,1.59,9.40,53784,0
0.16,0.97,0.12,81.40,35.39,-38.78,11.72,1.89,9.40,53796,0
0.16,0.96,0.12,81.40,35.39,-38.78,11.23,1.83,9.09,53807,0
0.17,0.96,0.12,81.40,35.39,-38.78,10.25,1.71,8.97,53818,0
0.18,0.96,0.12,81.40,35.39,-38.78,9.40,0.55,9.09,53829,0
0.18,0.95,0.12,81.40,35.39,-38.78,8.30,-1.04,8.67,53840,0
0.18,0.95,0.13,81.40,35.39,-38.78,8.12,-2.50,8.18,53852,0
0.17,0.94,0.13,81.40,35.39,-38.78,7.75,-3.42,8.18,53863,0
0.17,0.94,0.14,81.40,35.39,-38.78,7.93,-3.48,8.06,53875,0
0.16,0.94,0.13,81.40,35.39,-38.78,8.48,-3.30,7.87,53886,0
0.16,0.94,0.13,83.76,34.21,-38.78,8.24,-2.44,7.87,53898,0
0.16,0.94,0.14,83.76,34.21,-38.78,8.54,-2.14,7.51,53909,0
0.16,0.95,0.15,83.76,34.21,-38.78,8.73,-2.20,7.75,53920,0
0.17,0.95,0.15,83.76,34.21,-38.78,8.97,-2.26,7.57,53932,0
0.16,0.96,0.15,83.76,34.21,-38.78,8.85,-2.14,7.93,53943,0
0.16,0.95,0.15,83.76,34.21,-38.78,8.24,-1.71,7.39,53955,0
0.17,0.94,0.15,83.76,34.21,-38.78,8.12,-1.34,7.45,53966,0
0.17,0.95,0.16,83.76,34.21,-38.78,7.81,-1.28,7.39,53977,0
0.17,0.95,0.17,83.76,34.21,-38.78,8.54,-1.65,7.51,53989,0
0.17,0.95,0.17,83.76,34.21,-38.78,8.73,-1.77,7.63,54001,0
0.15,0.95,0.17,83.76,34.21,-38.78,9.22,-0.61,7.63,54012,0
0.14,0.95,0.17,83.76,35.39,-42.20,8.85,1.53,7.32,54024,0
0.14,0.95,0.16,83.76,35.39,-42.20,8.79,3.91,7.32,54035,0
0.14,0.95,0.15,83.76,35.39,-42.20,8.61,5.68,6.96,54046,0
0.15,0.95,0.14,83.76,35.39,-42.20,8.18,7.26,6.84,54058,0
0.16,0.95,0.14,83.76,35.39,-42.20,8.18,8.18,6.53,54070,0
0.17,0.95,0.14,83.76,35.39,-42.20,7.08,8.30,6.35,54081,0
0.17,0.95,0.13,83.76,35.39,-42.20,6.47,7.51,5.62,54092,0
0.18,0.94,0.14,83.76,35.39,-42.20,5.55,6.29,5.37,54104,0
0.18,0.94,0.14,83.76,35.39,-42.20,4.52,4.94,5.13,54116,0
0.18,0.94,0.13,83.76,35.39,-42.20,3.91,3.30,4.82,54127,0
0.18,0.94,0.13,83.76,35.39,-42.20,3.05,1.40,4.94,54138,0
0.18,0.94,0.12,84.94,33.03,-41.06,2.38,-0.12,4.94,54149,0
0.18,0.94,0.12,84.94,33.03,-41.06,1.83,-1.53,4.76,54160,0
0.17,0.94,0.13,84.94,33.03,-41.06,1.46,-2.69,4.39,54171,0
0.18,0.94,0.12,84.94,33.03,-41.06,0.67,-3.66,4.27,54182,0
0.18,0.94,0.12,84.94,33.03,-41.06,0.00,-4.58,3.97,54193,0
0.18,0.94,0.13,84.94,33.03,-41.06,-0.43,-5.86,3.30,54205,0
0.19,0.94,0.13,84.94,33.03,-41.06,-1.04,-6.29,2.93,54216,0
0.18,0.94,0.13,84.94,33.03,-41.06,-1.71,-6.16,2.75,54227,0
0.18,0.94,0.12,84.94,33.03,-41.06,-3.11,-6.65,2.14,54239,0
0.18,0.95,0.12,84.94,33.03,-41.06,-4.15,-6.65,1.95,54250,0
0.19,0.97,0.10,84.94,33.03,-41.06,-5.68,-6.53,1.71,54262,0
0.20,0.97,0.10,82.58,33.03,-38.78,-6.53,-6.47,0.49,54274,0
0.21,0.98,0.09,82.58,33.03,-38.78,-8.12,-8.00,-1.53,54285,0
0.23,0.99,0.08,82.58,33.03,-38.78,-9.40,-11.05,-3.60,54296,0
0.24,0.99,0.07,82.58,33.03,-38.78,-9.95,-15.26,-5.19,54307,0
0.25,0.97,0.06,82.58,33.03,-38.78,-11.11,-20.08,-6.23,54319,0
0.27,0.97,0.06,82.58,33.03,-38.78,-12.94,-24.23,-7.14,54330,0
0.30,0.97,0.06,82.58,33.03,-38.78,-14.83,-28.44,-8.73,54341,0
0.33,0.97,0.05,82.58,33.03,-38.78,-16.24,-33.87,-11.78,54353,0
0.35,0.97,0.06,82.58,33.03,-38.78,-16.60,-40.34,-15.75,54364,0
0.37,0.97,0.06,82.58,33.03,-38.78,-16.72,-47.12,-19.41,54376,0
0.37,0.97,0.07,82.58,33.03,-38.78,-17.21,-52.31,-21.61,54387,0
0.36,0.97,0.07,82.58,34.21,-38.78,-18.01,-57.25,-23.80,54399,0
0.36,0.97,0.08,82.58,34.21,-38.78,-18.25,-62.13,-24.29,54411,0
0.36,0.99,0.08,82.58,34.21,-38.78,-17.27,-66.47,-26.12,54422,0
0.36,1.00,0.08,82.58,34.21,-38.78,-16.11,-70.92,-29.36,54433,0
0.36,0.99,0.08,82.58,34.21,-38.78,-15.08,-73.06,-32.17,54444,0
0.35,0.99,0.10,82.58,34.21,-38.78,-13.37,-74.22,-35.46,54455,0
0.34,0.99,0.11,82.58,34.21,-38.78,-11.90,-75.07,-39.31,54466,0
0.33,0.99,0.11,82.58,34.21,-38.78,-10.13,-77.39,-41.87,54478,0
0.31,1.01,0.10,82.58,34.21,-38.78,-8.06,-81.60,-44.49,54489,0
0.31,1.00,0.11,82.58,34.21,-38.78,-5.68,-82.09,-47.42,54500,0
0.31,0.99,0.11,82.58,34.21,-38.78,-2.32,-82.34,-50.23,54512,0
0.32,1.00,0.12,81.40,42.47,-37.64,0.12,-81.36,-52.37,54523,0
0.33,1.01,0.13,81.40,42.47,-37.64,3.36,-81.05,-54.44,54534,0
0.35,1.01,0.13,81.40,42.47,-37.64,6.41,-83.92,-57.19,54545,0
0.38,1.00,0.13,81.40,42.47,-37.64,8.67,-88.32,-60.12,54556,0
0.39,1.01,0.13,81.40,42.47,-37.64,10.50,-94.67,-63.90,54567,0
0.40,1.02,0.14,81.40,42.47,-37.64,12.88,-101.32,-67.32,54578,0
0.40,1.03,0.15,81.40,42.47,-37.64,15.56,-105.96,-70.50,54590,0
0.39,1.03,0.15,81.40,42.47,-37.64,18.25,-109.86,-73.30,54601,0
0.38,1.03,0.16,81.40,42.47,-37.64,21.18,-114.14,-74.65,54612,0
0.38,1.02,0.17,81.40,42.47,-37.64,22.95,-117.61,-75.07,54624,0
0.37,1.01,0.18,81.40,42.47,-37.64,24.66,-120.24,-75.68,54636,0
0.36,1.01,0.20,79.04,53.09,-45.63,27.59,-122.01,-75.38,54647,0
0.36,1.01,0.20,79.04,53.09,-45.63,29.54,-123.66,-75.74,54658,0
0.37,1.00,0.22,79.04,53.09,-45.63,32.71,-125.43,-76.84,54669,0
0.38,0.99,0.23,79.04,53.09,-45.63,34.91,-126.16,-77.58,54681,0
0.37,0.98,0.22,79.04,53.09,-45.63,37.05,-127.87,-76.97,54692,0
0.38,0.97,0.22,79.04,53.09,-45.63,38.57,-131.10,-76.17,54703,0
0.40,0.97,0.20,79.04,53.09,-45.63,39.98,-137.94,-76.23,54714,0
0.42,0.97,0.21,79.04,53.09,-45.63,41.50,-147.64,-76.78,54726,0
0.43,0.96,0.22,79.04,53.09,-45.63,42.72,-158.02,-76.42,54737,0
0.43,0.93,0.25,79.04,53.09,-45.63,43.70,-171.20,-76.17,54748,0
0.43,0.91,0.28,79.04,53.09,-45.63,44.13,-184.20,-74.22,54759,0
0.41,0.91,0.29,74.32,62.52,-59.31,43.95,-198.43,-72.33,54771,0
0.38,0.92,0.35,74.32,62.52,-59.31,44.19,-209.35,-71.41,54782,0
0.34,0.90,0.40,74.32,62.52,-59.31,46.45,-217.29,-68.18,54793,0
0.30,0.90,0.41,74.32,62.52,-59.31,51.15,-224.85,-64.33,54804,0
0.29,0.89,0.45,74.32,62.52,-59.31,55.30,-231.69,-61.04,54815,0
0.29,0.88,0.50,74.32,62.52,-59.31,59.81,-236.57,-58.17,54826,0
0.28,0.86,0.56,74.32,62.52,-59.31,65.73,-237.92,-54.14,54838,0
0.23,0.84,0.61,74.32,62.52,-59.31,72.39,-240.66,-49.07,54849,0
